,X,ID,C1_B1,C1_B2,C1_B5,C1_B10,C1_B11,C1_B12,C1_B13,C1_B14,C1_B15,C1_B16,C1_B17,C1_B18,C1_B19,C1_B20,C1_B21,C1_B22,C1_B23,C1_B24,C1_B25,C2_B1,C2_B2,C2_B5,C2_B10,C2_B11,C2_B12,C2_B13,C2_B14,C2_B15,C2_B16,C2_B17,C2_B18,C2_B19,C2_B20,C2_B21,C2_B22,C2_B23,C2_B24,C2_B25,C3_B1,C3_B2,C3_B5,C3_B10,C3_B11,C3_B12,C3_B13,C3_B14,C3_B15,C3_B16,C3_B17,C3_B18,C3_B19,C3_B20,C3_B21,C3_B22,C3_B23,C3_B24,C3_B25,C1_AG1,C1_AG2,C1_AG3,C1_AG4,C2_AG1,C2_AG2,C2_AG3,C2_AG4,C3_AG1,C3_AG2,C3_AG3,C3_AG4,FSM,C1_SConcern1,C1_SConcern2,C1_SConcern3,C1_SConcern4,C1_SConcern5,C1_SConcern6,C1_SConcern7,C1_SConcern8,C1_SConcern9,C1_SConcern10,C1_SConcern11,C1_SConcern12,C1_SConcern13,C1_SConcern14,C1_SConcern15,C1_SConcern16,C1_SConcern17,C1_SConcern18,C1_SConcern19,C1_SConcern20,C2_SConcern1,C2_SConcern2,C2_SConcern3,C2_SConcern4,C2_SConcern5,C2_SConcern6,C2_SConcern7,C2_SConcern8,C2_SConcern9,C2_SConcern10,C2_SConcern11,C2_SConcern12,C2_SConcern13,C2_SConcern14,C2_SConcern15,C2_SConcern16,C2_SConcern17,C2_SConcern18,C2_SConcern19,C2_SConcern20,C3_SConcern1,C3_SConcern2,C3_SConcern3,C3_SConcern4,C3_SConcern5,C3_SConcern6,C3_SConcern7,C3_SConcern8,C3_SConcern9,C3_SConcern10,C3_SConcern11,C3_SConcern12,C3_SConcern13,C3_SConcern14,C3_SConcern15,C3_SConcern16,C3_SConcern17,C3_SConcern18,C3_SConcern19,C3_SConcern20,C2_SL1,C2_SL2,C2_SL3,C2_SL4,C2_SL5,C3_SL1,C3_SL2,C3_SL3,C3_SL4,C3_SL5,C1_LT1,C1_LT2,C1_LT3,C1_LT4,C1_LT5,C1_LT6,C1_LT7,C1_LT8,C1_LT9,C1_LT10,C2_LT1,C2_LT2,C2_LT3,C2_LT4,C2_LT5,C2_LT6,C2_LT7,C2_LT8,C2_LT9,C2_LT10,C3_LT1,C3_LT2,C3_LT3,C3_LT4,C3_LT5,C3_LT6,C3_LT7,C3_LT8,C3_LT9,C3_LT10,C1_L1,C1_L2,C1_L3,C1_L4,C1_L5,C1_L6,C1_L7,C1_L8,C1_L9,C1_L10,C1_L11,C1_L12,C1_L13,C1_L14,C1_L15,C2_L1,C2_L2,C2_L6,C2_L7,C2_L11,C2_L14,C2_L15,C3_L1,C3_L2,C3_L6,C3_L7,C3_L11,C3_L14,C3_L15,KS2MathstestNUM,KS2EnglishtestNUM,KS2EnglishTANUM,KS2EngComb
1269,1269,6182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Sort of true,Not true,Certainly true,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Certainly true,Sort of true,Certainly true,Certainly true,Sort of true,Not true,Not true,Not true,Not true,Certainly true,Certainly true,Certainly true,Certainly true,Certainly true,Not true,Not true,Certainly true,Not true,Certainly true,Certainly true,Certainly true,Sort of true,Not true,Sort of true,Not true,Not true,Certainly true,Not true,Sort of true,NA,NA,NA,NA,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Often,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,I get extremely worried about it,7,Not at all worried,I get extremely worried about it,Not at all worried,I get extremely worried about it,9,Not at all worried,3,6,5,8,Not at all worried,I get extremely worried about it,Not at all worried,I get extremely worried about it,I get extremely worried about it,4,6,Not at all worried,3,6,2,I get extremely worried about it,Not at all worried,4,Not at all worried,Not at all worried,7,Not at all worried,9,3,6,8,Not at all worried,7,I get extremely worried about it,4,6,no,YES!!,YES!!,NO!!,yes,yes,NO!!,NO!!,no,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NO!!,No,NO!!,YES!!,Yes,NA,YES!!,No,YES!!,no,no,yes,NO!!,YES!!,no,NA,NO!!,YES!!,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not true at all,Sometimes true,True most of the time,Always true,Always true,Always true,Not true at all,Not true at all,Hardly ever true,Always true,Not true at all,Always true,Always true,Not true at all,5,NA,5,5
1270,1270,6183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Certainly true,Certainly true,Certainly true,Certainly true,Not true,Not true,Certainly true,Certainly true,Sort of true,Sort of true,Not true,Not true,Not true,Not true,Not true,Sort of true,Not true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Certainly true,Not true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Not true,Not true,Sort of true,Not true,Not true,Not true,Sort of true,NA,NA,NA,NA,Sometimes,Often,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,2,3,4,Not at all worried,Not at all worried,8,3,Not at all worried,2,7,Not at all worried,3,Not at all worried,3,Not at all worried,4,6,Not at all worried,7,Not at all worried,3,Not at all worried,2,Not at all worried,Not at all worried,5,Not at all worried,2,Not at all worried,3,Not at all worried,2,Not at all worried,2,Not at all worried,2,2,3,Not at all worried,YES!!,NO!!,no,yes,NO!!,yes,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,No,Yes,No,Yes,Yes,Yes,Yes,no,no,no,no,no,no,yes,yes,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Not true at all,Not true at all,Always true,Hardly ever true,Not true at all,True most of the time,True most of the time,Not true at all,Not true at all,True most of the time,Not true at all,Not true at all,True most of the time,5,NA,4,4
1271,1271,6184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Sort of true,Certainly true,Not true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Certainly true,Sort of true,Not true,Certainly true,Sort of true,Not true,Not true,Not true,Sort of true,NA,NA,NA,NA,NA,NA,NA,NA,Always,Often,Often,Always,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,4,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,NA,NA,NA,NA,NA,no,YES!!,yes,NO!!,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,no,YES!!,YES!!,yes,no,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,NA,NA,NA,NA
1272,1272,6185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Not true,Not true,Not true,Sort of true,Not true,Not true,Sort of true,Sort of true,Not true,Certainly true,Not true,Not true,Sort of true,Certainly true,Not true,Sort of true,Not true,Certainly true,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,Often,Sometimes,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,Not at all worried,6,Not at all worried,3,Not at all worried,Not at all worried,2,2,3,2,4,2,2,2,7,2,5,NA,NA,NA,NA,NA,YES!!,no,no,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,no,yes,NO!!,yes,no,yes,NO!!,yes,YES!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Not true at all,Not true at all,Always true,Hardly ever true,Not true at all,True most of the time,4,NA,4,4
1273,1273,6186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,1274,6187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always,Always,Always,Often,Never,Seldom,Never,Never,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,7,Not at all worried,7,2,7,Not at all worried,4,6,7,Not at all worried,8,5,8,Not at all worried,8,6,7,7,Not at all worried,3,Not at all worried,4,4,3,4,Not at all worried,Not at all worried,Not at all worried,5,Not at all worried,4,Not at all worried,5,Not at all worried,2,Not at all worried,4,5,yes,NO!!,NO!!,YES!!,NO!!,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,NO!!,Yes,Yes,Yes,No,Yes,Yes,yes,yes,no,no,no,YES!!,yes,NO!!,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Hardly ever true,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4
1275,1275,6188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,NA,NA,NA,NA,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,7,3,Not at all worried,4,9,2,Not at all worried,4,9,Not at all worried,I get extremely worried about it,2,6,Not at all worried,5,8,8,I get extremely worried about it,I get extremely worried about it,I get extremely worried about it,3,5,I get extremely worried about it,I get extremely worried about it,3,5,3,I get extremely worried about it,3,5,7,3,5,7,I get extremely worried about it,3,I get extremely worried about it,3,yes,yes,yes,no,no,NO!!,NO!!,NO!!,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,YES!!,NO!!,YES!!,No,YES!!,No,NA,Yes,no,no,NO!!,NO!!,NO!!,NO!!,NO!!,NO!!,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes true,Not true at all,Always true,Not true at all,Not true at all,True most of the time,Hardly ever true,Not true at all,Hardly ever true,Not true at all,Hardly ever true,Hardly ever true,Not true at all,Not true at all,3,NA,3,3
1276,1276,6189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Certainly true,Sort of true,Sort of true,Certainly true,Not true,Not true,Sort of true,Not true,Sort of true,Certainly true,Sort of true,Not true,Not true,Not true,Not true,Certainly true,Sort of true,Not true,Certainly true,Certainly true,Sort of true,Certainly true,Certainly true,Not true,Not true,Certainly true,Sort of true,Certainly true,Certainly true,Sort of true,Sort of true,Not true,Not true,Not true,Not true,Not true,Sort of true,NA,NA,NA,NA,Sometimes,Sometimes,Sometimes,Seldom,Often,Often,Always,Often,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,5,Not at all worried,Not at all worried,Not at all worried,I get extremely worried about it,I get extremely worried about it,Not at all worried,4,6,3,Not at all worried,I get extremely worried about it,2,I get extremely worried about it,Not at all worried,3,4,5,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,3,4,Not at all worried,Not at all worried,YES!!,NO!!,NO!!,YES!!,NO!!,yes,NO!!,no,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,NO!!,Yes,No,YES!!,No,YES!!,Yes,yes,no,yes,NO!!,YES!!,no,yes,NO!!,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True most of the time,Not true at all,Not true at all,True most of the time,Not true at all,Not true at all,Sometimes true,Sometimes true,Not true at all,Not true at all,Sometimes true,Sometimes true,Not true at all,Sometimes true,3,NA,4,4
1277,1277,6190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,5,2,4,6,Not at all worried,6,2,Not at all worried,3,4,2,5,3,3,Not at all worried,7,7,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N (below level 2 in test) or B (working below level of the test),NA,3,3
1278,1278,6191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Certainly true,Sort of true,Sort of true,Sort of true,Certainly true,Sort of true,Sort of true,Sort of true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Not true,Sort of true,Certainly true,Sort of true,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,Sometimes,Sometimes,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,7,5,8,2,9,3,3,8,7,5,9,6,8,2,5,5,9,9,NA,NA,NA,NA,NA,NO!!,YES!!,no,NO!!,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO!!,yes,no,yes,yes,yes,yes,no,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3
1279,1279,6193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Sort of true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Certainly true,Sort of true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,NA,NA,NA,NA,NA,NA,NA,NA,Seldom,Sometimes,Often,Sometimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,6,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,2,Not at all worried,NA,NA,NA,NA,NA,yes,no,no,yes,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,yes,no,yes,no,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True most of the time,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Always true,NA,NA,NA,NA
1280,1280,6194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3
1281,1281,6195,Certainly true,Sort of true,Sort of true,Not true,Certainly true,Not true,Sort of true,Sort of true,Certainly true,Sort of true,Certainly true,Certainly true,Certainly true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Sort of true,Sort of true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Not true,Sort of true,Sort of true,Certainly true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Sort of true,Not true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Not true,Certainly true,Sort of true,Not true,Sort of true,Not true,Sort of true,Sometimes,Often,Always,Always,Sometimes,Always,Often,Always,Often,Often,Always,Often,No,4,7,2,2,7,Not at all worried,5,Not at all worried,Not at all worried,4,3,3,2,8,Not at all worried,Not at all worried,3,9,4,4,4,8,6,3,6,5,7,2,2,8,5,2,7,9,3,Not at all worried,3,9,6,9,4,6,3,Not at all worried,2,4,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,3,2,4,3,YES!!,NO!!,no,YES!!,NO!!,YES!!,NO!!,NO!!,YES!!,NO!!,Yes,YES!!,NO!!,No,No,YES!!,Yes,No,YES!!,No,Yes,No,Yes,No,Yes,No,YES!!,No,YES!!,Yes,yes,no,yes,NO!!,yes,no,yes,yes,YES!!,no,Sometimes true,Not true at all,Always true,Hardly ever true,Sometimes true,Sometimes true,True most of the time,True most of the time,Hardly ever true,Sometimes true,Sometimes true,Hardly ever true,Hardly ever true,Hardly ever true,Hardly ever true,True most of the time,Hardly ever true,Hardly ever true,True most of the time,Not true at all,Hardly ever true,Sometimes true,True most of the time,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,4,NA,5,5
1282,1282,6196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Sort of true,Certainly true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Not true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Sort of true,Not true,Certainly true,Sort of true,Not true,Sort of true,Not true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Not true,Sort of true,Not true,Sort of true,NA,NA,NA,NA,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,Not at all worried,Not at all worried,2,2,3,Not at all worried,4,Not at all worried,2,Not at all worried,7,2,Not at all worried,Not at all worried,Not at all worried,3,4,Not at all worried,3,4,Not at all worried,Not at all worried,2,2,2,Not at all worried,2,Not at all worried,3,Not at all worried,3,4,Not at all worried,Not at all worried,Not at all worried,3,4,Not at all worried,YES!!,NO!!,NO!!,YES!!,NO!!,yes,NO!!,no,yes,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NO!!,Yes,NO!!,YES!!,No,YES!!,No,YES!!,Yes,yes,no,yes,no,yes,NO!!,yes,no,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True most of the time,Hardly ever true,Not true at all,Sometimes true,Not true at all,Not true at all,True most of the time,True most of the time,Not true at all,Not true at all,True most of the time,Not true at all,Not true at all,True most of the time,4,NA,4,4
1283,1283,6197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Not at all worried,3,6,Not at all worried,Not at all worried,4,Not at all worried,Not at all worried,2,5,Not at all worried,4,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,NA,NA,NA,NA,NA,yes,no,NO!!,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,NO!!,YES!!,no,yes,no,yes,no,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3
1284,1284,6198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Not true,Not true,Not true,Sort of true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Not true,Not true,Sort of true,Not true,Sort of true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Sort of true,Not true,Not true,Not true,Certainly true,NA,NA,NA,NA,Never,Never,Often,Seldom,Never,Seldom,Sometimes,Seldom,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I get extremely worried about it,7,5,Not at all worried,Not at all worried,Not at all worried,I get extremely worried about it,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,4,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,I get extremely worried about it,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,3,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,yes,yes,no,no,no,yes,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,no,yes,no,no,yes,no,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not true at all,Hardly ever true,Always true,Sometimes true,Sometimes true,Hardly ever true,Hardly ever true,True most of the time,Not true at all,Not true at all,True most of the time,Not true at all,Not true at all,True most of the time,4,NA,4,4
